"Name","Best/Val_acc","Best/Val_loss","ID","State","Notes","User","Tags","Created","Runtime","Sweep","admin.config_path","admin.dataset","admin.exp_no","admin.model","admin.recover","admin.save_path","admin.seed","admin.split","backbone_init_lr","backbone_weight_decay","batch_size","classifier_init_lr","classifier_weight_decay","data.frame_size","data.strict_size","data.target_length","data.test_augs.frame_size","data.test_augs.norm_dict.mean","data.test_augs.norm_dict.std","data.test_augs.normalise","data.test_augs.spatial_aug","data.test_augs.strict_size","data.test_augs.target_length","data.test_augs.temporal_aug","data.train_augs.frame_size","data.train_augs.norm_dict.mean","data.train_augs.norm_dict.std","data.train_augs.normalise","data.train_augs.spatial_aug","data.train_augs.strict_size","data.train_augs.target_length","data.train_augs.temporal_aug","drop_p","end_factor","eps","eta_min","frame_size","hflip_p","magnitude","max_epoch","max_wobble","min_delta","model_params.drop_p","model_params.type","num_magnitude_bins","num_ops","optimizer.backbone_init_lr","optimizer.backbone_weight_decay","optimizer.classifier_init_lr","optimizer.classifier_weight_decay","optimizer.eps","patience","scheduler.eta_min","scheduler.t0","scheduler.tmult","scheduler.type","scheduler.warm_up.end_factor","scheduler.warm_up.start_factor","scheduler.warm_up.warmup_epochs","start_factor","stopping.metric","stopping.min_delta","stopping.mode","stopping.patience","stopping.phase","stopping.type","t0","target_length","tmult","training.batch_size","training.batch_size_equivalent","training.max_epoch","training.update_per_step","update_per_step","warmup_epochs","Accuracy/Train","Accuracy/Train_Step","Accuracy/Val","Epoch","Loss/Train","Loss/Train_Step","Loss/Val","Patience count","Step"
"S3D_asl100_7h2fsgkw","57.98816568047337","1.6615485808872013","7h2fsgkw","failed","-","","","2026-08-22T06:49:48.000Z","1701","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","7h2fsgkw","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/7h2fsgkw/checkpoints","42","asl100","0.00012461408226113025","0.010999573297311063","8","0.000019589113429435327","0.0000743362109312819","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.4306273804796226,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""magnitude"":11,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":4}]","true","32","[{""type"":""chunked"",""max_wobble"":1,""target_length"":32}]","0.11427268661092456","1","0.0000013940716379635883","0","224","0.4306273804796226","11","200","1","0.01","0.11427268661092456","supervised","31","4","0.00012461408226113025","0.010999573297311063","0.000019589113429435327","0.0000743362109312819","0.0000013940716379635883","20","0","15","2","CosineAnnealingWarmRestarts","1","0.02412539516939981","5","0.02412539516939981","loss","0.01","min","20","val","early_stopper","15","32","2","8","8","200","1","1","5","80.23578363384189","86.25","57.98816568047337","15","1.32455287131787","1.136909657716751","1.6615485808872013","0","2810"
"S3D_asl100_0lo6lj0e","73.37278106508876","1.0564805905433603","0lo6lj0e","failed","-","","","2026-08-22T05:26:52.000Z","4933","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","0lo6lj0e","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/0lo6lj0e/checkpoints","42","asl100","0.0006034533039496669","0.003950353548487411","8","0.0014660143204505546","0.003600684217784671","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""HORIZONTAL_FLIP"",""p"":0.1613796008738123},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":4,""magnitude"":12,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""type"":""chunked"",""max_wobble"":3,""target_length"":32}]","0.12981937918262507","1","0.000006880360253334842","0","224","0.1613796008738123","12","200","3","0.01","0.12981937918262507","supervised","31","4","0.0006034533039496669","0.003950353548487411","0.0014660143204505546","0.003600684217784671","0.000006880360253334842","20","0","12","2","CosineAnnealingWarmRestarts","1","0.007675635504381294","2","0.007675635504381294","loss","0.01","min","20","val","early_stopper","12","32","2","8","8","200","1","1","2","79.75034674063801","88.75","35.20710059171598","45","0.6644500991673146","0.4264554612338543","4.470905858943094","8","8160"
"S3D_asl100_fnf3bai5","71.00591715976331","1.283935625057916","fnf3bai5","finished","-","","","2026-08-22T04:18:55.000Z","4036","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","fnf3bai5","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/fnf3bai5/checkpoints","42","asl100","0.00006697073597968933","0.00032254874000921084","8","0.0010432724736303112","0.0020340112698150553","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.10345100155183734,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""magnitude"":14,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":2}]","true","32","[{""max_wobble"":1,""target_length"":32,""type"":""chunked""}]","0.116794331952835","1","0.0000016258658424930485","0","224","0.10345100155183734","14","200","1","0.01","0.116794331952835","supervised","31","2","0.00006697073597968933","0.00032254874000921084","0.0010432724736303112","0.0020340112698150553","0.0000016258658424930485","20","0","12","2","CosineAnnealingWarmRestarts","1","0.04428246237605625","5","0.04428246237605625","loss","0.01","min","20","val","early_stopper","12","32","2","8","8","200","1","1","5","98.6130374479889","98.75","71.00591715976331","37","0.06709550223836415","0.054534003627486526","1.4395504548947764","20","6690"
"S3D_asl100_639lnbjc","75.14792899408285","1.018010489256693","639lnbjc","finished","-","","","2026-08-22T01:50:15.000Z","4694","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","639lnbjc","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/639lnbjc/checkpoints","42","asl100","0.00014217734141138593","0.0032991730391272274","8","0.000011982734486187746","0.0017801313706748733","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.13232762096761458,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":3,""magnitude"":10,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""type"":""chunked"",""max_wobble"":2,""target_length"":32}]","0.19223829451906504","1","0.000014822880726728318","0","224","0.13232762096761458","10","200","2","0.01","0.19223829451906504","supervised","31","3","0.00014217734141138593","0.0032991730391272274","0.000011982734486187746","0.0017801313706748733","0.000014822880726728318","20","0","21","2","CosineAnnealingWarmRestarts","1","0.4883121977949605","2","0.4883121977949605","loss","0.01","min","20","val","early_stopper","21","32","2","8","8","200","1","1","2","98.19694868238558","97.5","68.63905325443787","43","0.11367005351078328","0.1257169393822551","1.3720381013215892","20","7780"
"S3D_asl100_dr8w0qxh","73.96449704142012","1.0218503407557016","dr8w0qxh","finished","-","","","2026-08-22T01:49:30.000Z","8925","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","dr8w0qxh","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/dr8w0qxh/checkpoints","42","asl100","0.00015472329539029537","0.0006993155025059092","8","0.0006174439406770961","0.0016182326415088504","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""max_wobble"":0,""target_length"":32,""type"":""uniform""}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.03700250013939127,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""magnitude"":9,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":3}]","true","32","[{""max_wobble"":0,""target_length"":32,""type"":""chunked""}]","0.12555393705303258","1","0.00001280101980377631","0","224","0.03700250013939127","9","200","0","0.01","0.12555393705303258","supervised","31","3","0.00015472329539029537","0.0006993155025059092","0.0006174439406770961","0.0016182326415088504","0.00001280101980377631","20","0","18","2","CosineAnnealingWarmRestarts","1","0.042493466235119653","0","0.042493466235119653","loss","0.01","min","20","val","early_stopper","18","32","2","8","8","200","1","1","0","97.36477115117891","98.75","65.97633136094674","38","0.09327297369515504","0.07622680682688951","1.7779899375074637","20","6870"
"S3D_asl100_zharpgj6","75.44378698224853","0.9794815792700576","zharpgj6","failed","-","","","2026-08-22T00:26:31.000Z","4982","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","zharpgj6","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/zharpgj6/checkpoints","42","asl100","0.0001366888996369026","0.00005824036196126883","8","0.000097915317691302","0.00006973464846095757","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.09982035818991151,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":3,""magnitude"":10,""interpolation"":""bilinear""}]","true","32","[{""type"":""chunked"",""max_wobble"":6,""target_length"":32}]","0.3173556773832458","1","0.000009963397446949956","0","224","0.09982035818991151","10","200","6","0.01","0.3173556773832458","supervised","31","3","0.0001366888996369026","0.00005824036196126883","0.000097915317691302","0.00006973464846095757","0.000009963397446949956","20","0","12","2","CosineAnnealingWarmRestarts","1","0.1100675657504168","0","0.1100675657504168","loss","0.01","min","20","val","early_stopper","12","32","2","8","8","200","1","1","0","95.7004160887656","93.75","64.49704142011835","45","0.1943320976247321","0.21555325035005807","1.515227701881707","9","8260"
"S3D_asl100_vplfvlbl","76.33136094674556","0.9360635583784952","vplfvlbl","finished","-","","sweep","2026-08-21T21:08:48.000Z","7816","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","vplfvlbl","S3D","true","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/vplfvlbl/checkpoints","42","asl100","0.00017596719808894734","0.00005451659201085245","8","0.00006037239041947829","0.0015086109379272728","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.2830715256636231,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""magnitude"":13,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":4}]","true","32","[{""type"":""chunked"",""max_wobble"":1,""target_length"":32}]","0.2674039793155921","1","0.000007165314069016353","0","224","0.2830715256636231","13","200","1","0.01","0.2674039793155921","supervised","31","4","0.00017596719808894734","0.00005451659201085245","0.00006037239041947829","0.0015086109379272728","0.000007165314069016353","20","0","16","2","CosineAnnealingWarmRestarts","1","0.05497848106203004","0","0.05497848106203004","loss","0.01","min","20","val","early_stopper","16","32","2","8","8","200","1","1","0","94.86823855755894","96.25","68.04733727810651","67","0.19441421088167105","0.1615629805251956","1.4797265725159694","20","11760"
"S3D_asl100_c3xd4kr0","71.59763313609467","1.0953611972034565","c3xd4kr0","finished","-","","","2026-08-21T21:08:09.000Z","11859","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","c3xd4kr0","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/c3xd4kr0/checkpoints","42","asl100","0.00038844334413268137","0.00014021028738332635","8","0.004442467631198296","0.05093811331160334","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""frame_size"":224,""type"":""Centre_crop""}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.22757855359007137,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":6,""magnitude"":9,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""type"":""chunked"",""max_wobble"":0,""target_length"":32}]","0.18908150581121064","1","0.000005593448964675507","0","224","0.22757855359007137","9","200","0","0.01","0.18908150581121064","supervised","31","6","0.00038844334413268137","0.00014021028738332635","0.004442467631198296","0.05093811331160334","0.000005593448964675507","20","0","14","2","CosineAnnealingWarmRestarts","1","0.05104831160306071","2","0.05104831160306071","loss","0.01","min","20","val","early_stopper","14","32","2","8","8","200","1","1","2","97.15672676837724","96.25","71.59763313609467","36","0.11335382144381492","0.16422015754505992","1.12614440823359","20","6510"
"S3D_asl100_alpxxyda","45.5621301775148","2.2537233976889386","alpxxyda","failed","-","","","2026-08-21T20:40:05.000Z","1683","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","alpxxyda","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/alpxxyda/checkpoints","42","asl100","0.00033445026141016866","0.0002304211769026644","8","0.00011354950177275209","0.0017929929843198218","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.07214931307559469,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":2,""magnitude"":11}]","true","32","[{""target_length"":32,""type"":""chunked"",""max_wobble"":1}]","0.19618822780614736","1","9.93208027406858e-7","0","224","0.07214931307559469","11","200","1","0.01","0.19618822780614736","supervised","31","2","0.00033445026141016866","0.0002304211769026644","0.00011354950177275209","0.0017929929843198218","9.93208027406858e-7","20","0","19","2","CosineAnnealingWarmRestarts","1","0.041081465192984744","8","0.041081465192984744","loss","0.01","min","20","val","early_stopper","19","32","2","8","8","200","1","1","8","88.97364771151179","95","42.89940828402367","15","0.52407885974224","0.4103726625442505","2.3105716101890508","1","2780"
"S3D_asl100_ljd15mx6","79.28994082840237","0.9130855701854476","ljd15mx6","finished","-","","","2026-08-21T18:39:07.000Z","7217","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","ljd15mx6","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/ljd15mx6/checkpoints","42","asl100","0.00010379706085018952","0.00010821238362047896","8","0.00008927907843694793","0.0023336461129894485","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.09711132727125836,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""num_ops"":4,""magnitude"":12,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT""}]","true","32","[{""max_wobble"":2,""target_length"":32,""type"":""chunked""}]","0.1703941725327196","1","0.00010400447987998356","0","224","0.09711132727125836","12","200","2","0.01","0.1703941725327196","supervised","31","4","0.00010379706085018952","0.00010821238362047896","0.00008927907843694793","0.0023336461129894485","0.00010400447987998356","20","0","15","2","CosineAnnealingWarmRestarts","1","0.16751079896200996","5","0.16751079896200996","loss","0.01","min","20","val","early_stopper","15","32","2","8","8","200","1","1","5","96.6019417475728","97.5","68.93491124260355","66","0.12788374770184702","0.1114818200469017","1.3596323956149037","20","11940"
"S3D_asl100_xb7mcu62","74.55621301775147","0.9928591658445683","xb7mcu62","finished","-","","","2026-08-21T16:27:50.000Z","4047","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","xb7mcu62","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/xb7mcu62/checkpoints","42","asl100","0.00035646087998620734","0.000030333369586710647","8","0.0004201383123063511","0.0036601818317419377","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.2681894014067595,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":4,""magnitude"":10,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""type"":""chunked"",""max_wobble"":3,""target_length"":32}]","0.11511617268547064","1","5.262943196573496e-7","0","224","0.2681894014067595","10","200","3","0.01","0.11511617268547064","supervised","31","4","0.00035646087998620734","0.000030333369586710647","0.0004201383123063511","0.0036601818317419377","5.262943196573496e-7","20","0","15","2","CosineAnnealingWarmRestarts","1","0.00920448227636508","2","0.00920448227636508","loss","0.01","min","20","val","early_stopper","15","32","2","8","8","200","1","1","2","97.36477115117891","98.75","73.37278106508876","37","0.08777398698874096","0.06083638723939657","1.0230947991384334","20","6690"
"S3D_asl100_53talw12","71.59763313609467","1.2444413084731476","53talw12","finished","-","","","2026-08-21T16:27:08.000Z","7878","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","53talw12","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/53talw12/checkpoints","42","asl100","0.0003991817774077903","0.001154529757171821","8","0.003630011047696741","0.0030980170187653658","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.0945727130294336,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":6,""magnitude"":13,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""target_length"":32,""type"":""chunked"",""max_wobble"":1}]","0.20920868796082193","1","0.000008975382953548126","0","224","0.0945727130294336","13","200","1","0.01","0.20920868796082193","supervised","31","6","0.0003991817774077903","0.001154529757171821","0.003630011047696741","0.0030980170187653658","0.000008975382953548126","20","0","12","2","CosineAnnealingWarmRestarts","1","0.03583012192653403","2","0.03583012192653403","loss","0.01","min","20","val","early_stopper","12","32","2","8","8","200","1","1","2","94.9375866851595","96.25","71.59763313609467","34","0.1764496003953164","0.1308991146273911","1.322138277140939","20","6150"
"S3D_asl100_5tboc5ym","71.00591715976331","1.0924464794769249","5tboc5ym","failed","-","","","2026-08-21T15:49:21.000Z","2267","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","5tboc5ym","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/5tboc5ym/checkpoints","42","asl100","0.0007109776990768407","0.0020991979321040403","8","0.00001217950809205423","0.00019149076872642892","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.2094706953239736,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""type"":""RANDAUGMENT"",""num_ops"":4,""magnitude"":7,""interpolation"":""bilinear"",""num_magnitude_bins"":31}]","true","32","[{""max_wobble"":1,""target_length"":32,""type"":""chunked""}]","0.15086769529126193","1","0.0000010028391848879535","0","224","0.2094706953239736","7","200","1","0.01","0.15086769529126193","supervised","31","4","0.0007109776990768407","0.0020991979321040403","0.00001217950809205423","0.00019149076872642892","0.0000010028391848879535","20","0","19","2","CosineAnnealingWarmRestarts","1","0.0970164066310633","5","0.0970164066310633","loss","0.01","min","20","val","early_stopper","19","32","2","8","8","200","1","1","5","95.83911234396672","100","71.00591715976331","20","0.2943943402059531","0.15402341969311237","1.0924464794769249","0","3760"
"S3D_asl100_kh1x3ywm","70.71005917159763","1.3544638545640104","kh1x3ywm","finished","-","","","2026-08-21T14:39:39.000Z","4141","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","kh1x3ywm","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/kh1x3ywm/checkpoints","42","asl100","0.00015929742170123982","0.00004474179818085896","8","0.002762902485185256","0.0009452692358921784","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.1512201085549586,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT"",""num_ops"":1,""magnitude"":10}]","true","32","[{""type"":""chunked"",""max_wobble"":4,""target_length"":32}]","0.223840927309776","1","0.000012503805752044364","0","224","0.1512201085549586","10","200","4","0.01","0.223840927309776","supervised","31","1","0.00015929742170123982","0.00004474179818085896","0.002762902485185256","0.0009452692358921784","0.000012503805752044364","20","0","16","2","CosineAnnealingWarmRestarts","1","0.2719347732796995","2","0.2719347732796995","loss","0.01","min","20","val","early_stopper","16","32","2","8","8","200","1","1","2","97.91955617198336","97.5","69.5266272189349","38","0.08052992545383603","0.1539586125756614","1.947254293139528","20","6870"
"S3D_asl100_4b1e7ine","77.51479289940828","0.9665450175468232","4b1e7ine","finished","-","","","2026-08-21T13:38:47.000Z","3611","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","4b1e7ine","S3D","false","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/4b1e7ine/checkpoints","42","asl100","0.00020380783547656827","0.00006257311638243571","8","0.0017964397780608702","0.008900606127396269","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.16481812454706168,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""num_ops"":4,""magnitude"":9,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT""}]","true","32","[{""type"":""chunked"",""max_wobble"":4,""target_length"":32}]","0.24118369162233505","1","8.496559494822172e-7","0","224","0.16481812454706168","9","200","4","0.01","0.24118369162233505","supervised","31","4","0.00020380783547656827","0.00006257311638243571","0.0017964397780608702","0.008900606127396269","8.496559494822172e-7","20","0","11","2","CosineAnnealingWarmRestarts","1","0.05653547252415208","2","0.05653547252415208","loss","0.01","min","20","val","early_stopper","11","32","2","8","8","200","1","1","2","97.64216366158114","96.25","77.51479289940828","33","0.07680875998463135","0.09358514463528993","1.100514057258889","20","5970"
"S3D_asl100_q14jonp5","70.11834319526628","1.0244155911832584","q14jonp5","finished","-","","sweep","2026-08-21T07:02:09.000Z","23752","","/home/luke/Code/SLR/src/configfiles/sweeps/S3D/exp004/base.py","WLASL","q14jonp5","S3D","true","/home/luke/Code/SLR/src/runs/asl100/S3D/sweep_qsh82m4w/q14jonp5/checkpoints","42","asl100","0.0008635310814152735","0.000044212457854747445","8","0.0001349254230229156","0.001387090408205939","224","true","32","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","32","[{""type"":""uniform"",""max_wobble"":0,""target_length"":32}]","224","[0.43216,0.394666,0.37645]","[0.22803,0.22145,0.216989]","true","[{""p"":0.05821614317500251,""type"":""HORIZONTAL_FLIP""},{""type"":""Centre_crop"",""frame_size"":224},{""num_ops"":3,""magnitude"":12,""interpolation"":""bilinear"",""num_magnitude_bins"":31,""type"":""RANDAUGMENT""}]","true","32","[{""target_length"":32,""type"":""chunked"",""max_wobble"":3}]","0.2902419346459043","1","0.00001987541463710842","0","224","0.05821614317500251","12","200","3","0.01","0.2902419346459043","supervised","31","3","0.0008635310814152735","0.000044212457854747445","0.0001349254230229156","0.001387090408205939","0.00001987541463710842","20","0","16","2","CosineAnnealingWarmRestarts","1","0.05103187611609097","5","0.05103187611609097","loss","0.01","min","20","val","early_stopper","16","32","2","8","8","200","1","1","5","95.5617198335645","95","63.905325443786985","42","0.17132781670995872","0.16664793379604817","1.4862999691025802","20","7420"
"MViTv2_B_32x3_r_asl100_exp000","75.44378698224853","1.0289553795977684","gyeckfj4","finished","-","","","2026-08-20T22:42:44.000Z","13043","","configfiles/asl100/MViTv2_S_16x4/exp003.toml","WLASL","000","MViTv2_B_32x3_r","false","/home/luke/Code/SLR/src/runs/asl100/MViTv2_B_32x3_r/exp000/checkpoints","42","asl100","","","","","","224","true","16","224","[0.45,0.45,0.45]","[0.225,0.225,0.225]","true","[{""type"":""Centre_crop"",""frame_size"":224}]","true","16","[{""target_length"":16,""type"":""og"",""randomise"":false,""max_wobble"":0}]","224","[0.45,0.45,0.45]","[0.225,0.225,0.225]","true","[{""type"":""Random_crop"",""frame_size"":224},{""p"":0.5,""type"":""HORIZONTAL_FLIP""}]","true","16","[{""type"":""og"",""randomise"":false,""max_wobble"":0,""target_length"":16}]","","","","","","","","","","","0.5","supervised","","","0.0001","0.001","0.001","0.001","0.00001","","","","","","","","","","loss","0.01","min","15","val","early_stopper","","","","4","8","200","2","","","97.78085991678223","97.5","70.11834319526628","28","0.07306515413721386","0.08210183397459332","1.370896791910396","15","5040"
